age	gender	diagnosis	year	nConsultations
90 or more	F	Hjertesykdom	2015	25241
90 or more	F	Hjertesykdom	2016	24340
90 or more	F	Hjertesykdom	2017	23065
90 or more	F	Hjertesykdom	2018	21431
90 or more	F	Hjertesykdom	2019	19714
90 or more	F	Hjertesykdom	2020	18069
90 or more	F	Diabetes	2012	2821
90 or more	F	Diabetes	2013	2730
90 or more	F	Diabetes	2014	2651
90 or more	F	Diabetes	2015	2692
90 or more	F	Diabetes	2016	2905
90 or more	F	Diabetes	2017	3012
90 or more	F	Diabetes	2018	3080
90 or more	F	Diabetes	2019	3154
90 or more	F	Diabetes	2020	3355
90 or more	F	Kreft	2012	1854
90 or more	F	Kreft	2013	1959
90 or more	F	Kreft	2014	2094
90 or more	F	Kreft	2015	2349
90 or more	F	Kreft	2016	2353
90 or more	F	Kreft	2017	2367
90 or more	F	Kreft	2018	2481
90 or more	F	Kreft	2019	2441
90 or more	F	Kreft	2020	2692
90 or more	F	Underlivsplager hos kvinner	2012	590
90 or more	F	Underlivsplager hos kvinner	2013	602
90 or more	F	Underlivsplager hos kvinner	2014	622
90 or more	F	Underlivsplager hos kvinner	2015	628
90 or more	F	Underlivsplager hos kvinner	2016	569
90 or more	F	Underlivsplager hos kvinner	2017	757
90 or more	F	Underlivsplager hos kvinner	2018	737
90 or more	F	Underlivsplager hos kvinner	2019	732
90 or more	F	Underlivsplager hos kvinner	2020	724
90 or more	F	Funksjonelle mage-tarmplager	2012	2541
90 or more	F	Funksjonelle mage-tarmplager	2013	2580
90 or more	F	Funksjonelle mage-tarmplager	2014	2828
90 or more	F	Funksjonelle mage-tarmplager	2015	2857
90 or more	F	Funksjonelle mage-tarmplager	2016	2954
90 or more	F	Funksjonelle mage-tarmplager	2017	3137
90 or more	F	Funksjonelle mage-tarmplager	2018	3153
90 or more	F	Funksjonelle mage-tarmplager	2019	3126
90 or more	F	Funksjonelle mage-tarmplager	2020	3648
90 or more	F	Hudinfeksjoner	2012	1601
90 or more	F	Hudinfeksjoner	2013	1607
90 or more	F	Hudinfeksjoner	2014	1580
90 or more	F	Hudinfeksjoner	2015	1598
90 or more	F	Hudinfeksjoner	2016	1767
90 or more	F	Hudinfeksjoner	2017	1691
90 or more	F	Hudinfeksjoner	2018	1701
90 or more	F	Hudinfeksjoner	2019	1790
90 or more	F	Hudinfeksjoner	2020	1844
90 or more	F	Ulykker og skader	2012	3609
90 or more	F	Ulykker og skader	2013	3653
90 or more	F	Ulykker og skader	2014	3937
90 or more	F	Ulykker og skader	2015	3834
90 or more	F	Ulykker og skader	2016	4098
90 or more	F	Ulykker og skader	2017	4094
90 or more	F	Ulykker og skader	2018	4431
90 or more	F	Ulykker og skader	2019	4479
90 or more	F	Ulykker og skader	2020	4369
90 or more	F	Medfodt sykdom eller feil	2012	8
90 or more	F	Medfodt sykdom eller feil	2013	9
90 or more	F	Medfodt sykdom eller feil	2014	15
90 or more	F	Medfodt sykdom eller feil	2015	22
90 or more	F	Medfodt sykdom eller feil	2016	11
90 or more	F	Medfodt sykdom eller feil	2017	12
90 or more	F	Medfodt sykdom eller feil	2018	11
90 or more	F	Medfodt sykdom eller feil	2019	17
90 or more	F	Medfodt sykdom eller feil	2020	15
90 or more	F	Svangerskap, fodsel, prevensjon	2012	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2013	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2014	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2015	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2016	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2017	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2018	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2019	NA
90 or more	F	Svangerskap, fodsel, prevensjon	2020	NA
90 or more	F	Frykt for sykdom	2012	266
90 or more	F	Frykt for sykdom	2013	316
90 or more	F	Frykt for sykdom	2014	317
90 or more	F	Frykt for sykdom	2015	279
90 or more	F	Frykt for sykdom	2016	269
90 or more	F	Frykt for sykdom	2017	258
90 or more	F	Frykt for sykdom	2018	229
90 or more	F	Frykt for sykdom	2019	256
90 or more	F	Frykt for sykdom	2020	1053
90 or more	F	Administrativ kontakt	2012	1553
90 or more	F	Administrativ kontakt	2013	2096
90 or more	F	Administrativ kontakt	2014	2650
90 or more	F	Administrativ kontakt	2015	2921
90 or more	F	Administrativ kontakt	2016	3036
90 or more	F	Administrativ kontakt	2017	2762
90 or more	F	Administrativ kontakt	2018	2894
90 or more	F	Administrativ kontakt	2019	3013
90 or more	F	Administrativ kontakt	2020	3274
90 or more	F	Forebyggende kontakt	2012	826
90 or more	F	Forebyggende kontakt	2013	1507
90 or more	F	Forebyggende kontakt	2014	1681
90 or more	F	Forebyggende kontakt	2015	1825
90 or more	F	Forebyggende kontakt	2016	2065
90 or more	F	Forebyggende kontakt	2017	2060
90 or more	F	Forebyggende kontakt	2018	1975
90 or more	F	Forebyggende kontakt	2019	1982
90 or more	F	Forebyggende kontakt	2020	2800
90 or more	F	Andre diagnoser	2012	36483
90 or more	F	Andre diagnoser	2013	37446
90 or more	F	Andre diagnoser	2014	39887
90 or more	F	Andre diagnoser	2015	40984
90 or more	F	Andre diagnoser	2016	41862
90 or more	F	Andre diagnoser	2017	42497
90 or more	F	Andre diagnoser	2018	43185
90 or more	F	Andre diagnoser	2019	42843
90 or more	F	Andre diagnoser	2020	44668
